asr,degradation,snr_db,llm,outcome,n,n_scored,n_err,n_ceiling,n_collapse,mean_wer_all,median_wer,mean_wer_err,mean_outcome,ceiling,absorption,naive_legacy,naive_ceiling,gain_legacy,gain_ceiling,n_paired,n_dropped_no_anchor,mean_wer_paired,retention,naive_paired,gain_paired,underpowered
parakeet-tdt-0.6b-v3,farfield,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,413,218,195,1,0.16074765677070518,0.1,0.292986354204649,0.5472154963680388,0.676923076923077,0.43119266055045874,0.8392523432292949,0.47859385253839143,-0.40805968267883613,-0.04740119198793269,107,0,0.2731867561306813,0.822429906542056,0.7268132438693187,0.09561666267273738,False
parakeet-tdt-0.6b-v3,farfield,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,415,203,212,1,0.14199507384426766,0.0,0.2860588705380073,0.5662650602409639,0.6650943396226415,0.4630541871921182,0.8580049261557323,0.4748382040289668,-0.3949507389636141,-0.011784016836848599,97,0,0.25509454749145455,0.9381443298969072,0.7449054525085455,0.19323887738836176,False
parakeet-tdt-0.6b-v3,farfield,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,414,197,217,1,0.1370241914006053,0.0,0.2791982925007712,0.572463768115942,0.6774193548387096,0.45685279187817257,0.8629758085993947,0.48828502766076787,-0.40612301672122214,-0.0314322357825953,91,0,0.2512244166090319,0.978021978021978,0.7487755833909682,0.22924639463100982,False
parakeet-tdt-0.6b-v3,noise,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,413,346,67,25,0.44753448667494394,0.4,0.5294056255976207,0.3075060532687651,0.7164179104477612,0.22832369942196531,0.552465513325056,0.3371422383778239,-0.3241418139030907,-0.1088185389558586,189,0,0.5277341389079068,0.38095238095238093,0.47226586109209323,-0.0913134801397123,False
parakeet-tdt-0.6b-v3,noise,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,415,277,138,5,0.2547502947226095,0.16666666666666666,0.37897517185778234,0.4867469879518072,0.6811594202898551,0.3898916967509025,0.7452497052773905,0.4230169119229599,-0.355358008526488,-0.03312521517205741,145,0,0.3741602247319128,0.6827586206896552,0.6258397752680872,0.056918845421568,False
parakeet-tdt-0.6b-v3,noise,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,228,188,2,0.16465495705167707,0.1111111111111111,0.3004230795328851,0.5432692307692307,0.675531914893617,0.4342105263157895,0.8353450429483229,0.47258653669852974,-0.4011345166325334,-0.038376010382740244,112,0,0.2701858768059425,0.8214285714285714,0.7298141231940575,0.09161444823451392,False
parakeet-tdt-0.6b-v3,reverb,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,411,323,88,13,0.3545824242787059,0.2857142857142857,0.4411959396283026,0.41119221411192214,0.75,0.3188854489164087,0.6454175757212941,0.41910304527877307,-0.3265321268048854,-0.10021759636236438,169,0,0.4282529099330722,0.5443786982248521,0.5717470900669278,-0.027368391842075734,False
parakeet-tdt-0.6b-v3,reverb,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,414,260,154,3,0.22324714420228217,0.14285714285714285,0.34950312303134423,0.49516908212560384,0.6948051948051948,0.3769230769230769,0.7767528557977178,0.4519686093223777,-0.3998297788746409,-0.07504553239930079,130,0,0.326943860233334,0.7076923076923077,0.673056139766666,0.034636167925641725,False
parakeet-tdt-0.6b-v3,reverb,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,414,217,197,1,0.1645624536100689,0.09090909090909091,0.30625797558428025,0.5652173913043478,0.6903553299492385,0.45161290322580644,0.8354375463899311,0.4789285041651669,-0.3838246431641246,-0.027315600939360474,105,0,0.2846210834556698,0.8571428571428571,0.7153789165443303,0.14176394059852682,False
whisper-base-mlx,babble,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,406,10,133,0.7896971521989194,1.0,0.8091478209722922,0.10817307692307693,0.7,0.09359605911330049,0.21030284780108055,0.13359652531939545,-0.11670678868778006,-0.04000046620609496,186,0,0.7698130498533724,0.1827956989247312,0.2301869501466276,-0.04739125122189641,False
whisper-base-mlx,babble,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,338,78,21,0.4170617266670641,0.35714285714285715,0.5133067405133098,0.34134615384615385,0.7435897435897436,0.2485207100591716,0.5829382733329359,0.3619001160285645,-0.3344175632737643,-0.11337940596939289,138,0,0.4474120188651082,0.5507246376811594,0.5525879811348918,-0.0018633434537324023,False
whisper-base-mlx,babble,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,304,112,12,0.3371699651145833,0.2727272727272727,0.4613904785778513,0.43509615384615385,0.75,0.3190789473684211,0.6628300348854167,0.4039571410666115,-0.3437510875169956,-0.08487819369819044,112,0,0.3719771319689083,0.7767857142857143,0.6280228680310918,0.14876284625462255,False
whisper-base-mlx,clean,,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,290,126,9,0.28608445452755454,0.2222222222222222,0.4103832175291823,0.4639423076923077,0.6984126984126984,0.3620689655172414,0.7139155454724455,0.4117958480748568,-0.35184657995520413,-0.049726882557615426,0,0,,,,,True
whisper-base-mlx,clipping,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,357,59,30,0.48233641012715994,0.42857142857142855,0.5620502706243656,0.3269230769230769,0.7966101694915254,0.24929971988795518,0.5176635898728401,0.34887520814669176,-0.26836386998488493,-0.09957548825873658,150,0,0.48457325374430676,0.49333333333333335,0.5154267462556932,-0.022093412922359834,False
whisper-base-mlx,clipping,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,312,104,17,0.3413147519516778,0.2857142857142857,0.45508633593557096,0.4182692307692308,0.7307692307692307,0.3141025641025641,0.6586852480483222,0.39820613912400576,-0.3445826839457581,-0.08410357502144167,120,0,0.3807224506731084,0.7083333333333334,0.6192775493268916,0.08905578400644176,False
whisper-base-mlx,clipping,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,297,119,9,0.2932530161538368,0.25,0.4107516993939271,0.4543269230769231,0.7142857142857143,0.3501683501683502,0.7067469838461632,0.4208916432900521,-0.356578633677813,-0.07072329312170189,109,0,0.3121922279394515,0.8899082568807339,0.6878077720605484,0.2021004848201855,False
whisper-base-mlx,codec,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,338,78,20,0.38747811681443556,0.3333333333333333,0.47689614377161316,0.4110576923076923,0.717948717948718,0.34023668639053256,0.6125218831855644,0.3755617429332008,-0.2722851967950319,-0.035325056542668265,140,0,0.4187158679874845,0.6928571428571428,0.5812841320125155,0.11157301084462734,False
whisper-base-mlx,codec,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,304,112,8,0.2991094136763119,0.25,0.40930761871495375,0.44711538461538464,0.6607142857142857,0.3684210526315789,0.7008905863236881,0.3902788947776198,-0.33246953369210913,-0.021857842146040862,122,0,0.3312003785687995,0.8032786885245902,0.6687996214312004,0.13447906709338975,False
whisper-base-mlx,codec,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,291,125,5,0.2828850841000309,0.2222222222222222,0.40439929548320636,0.47596153846153844,0.688,0.3848797250859107,0.7171149158999691,0.40977328470755403,-0.33223519081405845,-0.024893559621643357,110,0,0.3209690044139804,0.9090909090909091,0.6790309955860196,0.2300599135048894,False
whisper-base-mlx,farfield,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,311,105,15,0.32481262241296227,0.25,0.4344760479864709,0.4326923076923077,0.6761904761904762,0.3504823151125402,0.6751873775870377,0.3824019104091483,-0.32470506247449754,-0.031919595296608094,124,0,0.3569281177462416,0.7419354838709677,0.6430718822537584,0.0988636016172093,False
whisper-base-mlx,farfield,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,298,118,15,0.2991874129536183,0.25,0.4176575966063938,0.4326923076923077,0.6949152542372882,0.3288590604026846,0.7008125870463817,0.4046786193074213,-0.37195352664369713,-0.07581955890473668,114,0,0.34735762403698683,0.7807017543859649,0.6526423759630131,0.1280593784229518,False
whisper-base-mlx,farfield,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,290,126,9,0.28864171925252285,0.2222222222222222,0.4140515696863784,0.4495192307692308,0.6984126984126984,0.3413793103448276,0.7113582807474772,0.40923382434602135,-0.3699789704026496,-0.06785451400119374,105,0,0.3252900392562047,0.8952380952380953,0.6747099607437953,0.22052813449429998,False
whisper-base-mlx,noise,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,400,16,84,0.7527001094839044,0.9,0.7828081138632607,0.11538461538461539,0.625,0.095,0.24729989051609558,0.13574492883546208,-0.15229989051609558,-0.040744928835462074,183,0,0.7289171059662866,0.18579234972677597,0.27108289403371344,-0.08529054430693747,False
whisper-base-mlx,noise,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,346,70,47,0.46946955868629914,0.42857142857142855,0.5644489491719669,0.3293269230769231,0.6714285714285714,0.26011560693641617,0.5305304413137009,0.2924414198416794,-0.2704148343772847,-0.03232581290526321,147,0,0.5086017366092555,0.5374149659863946,0.49139826339074455,0.04601670259565005,False
whisper-base-mlx,noise,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,316,100,12,0.34426497283139107,0.2857142857142857,0.45320958448689486,0.44471153846153844,0.73,0.35443037974683544,0.6557350271686089,0.3991570033245668,-0.30130464742177343,-0.04472662357773133,123,0,0.3939649193339821,0.7642276422764228,0.606035080666018,0.15819256161040485,False
whisper-base-mlx,reverb,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,412,4,124,0.7930506173525342,1.0,0.8007501379093555,0.07932692307692307,0.5,0.07524271844660194,0.20694938264746576,0.09962493104532227,-0.13170666420086383,-0.024382212598720338,191,0,0.7864413425587301,0.12041884816753927,0.2135586574412699,-0.09313980927373063,False
whisper-base-mlx,reverb,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,372,44,44,0.529745650328955,0.5,0.5924037380022722,0.25240384615384615,0.7045454545454546,0.1989247311827957,0.47025434967104496,0.28717009368021734,-0.27132961848824927,-0.08824536249742165,164,0,0.5431713304346487,0.3719512195121951,0.4568286695653513,-0.08487745005315617,False
whisper-base-mlx,reverb,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,318,98,16,0.3606967251911544,0.3,0.4718548354701897,0.4423076923076923,0.7244897959183674,0.3553459119496855,0.6393032748088456,0.3826357824654748,-0.2839573628591601,-0.027289870515789294,126,0,0.4022542591308253,0.7301587301587301,0.5977457408691746,0.13241298928955547,False
whisper-large-v3-turbo,babble,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,360,56,49,0.5179831296931352,0.5,0.5985582832009559,0.28365384615384615,0.7321428571428571,0.21388888888888888,0.4820168703068648,0.2939126855135858,-0.2681279814179759,-0.08002379662469691,194,0,0.5765394030518831,0.3556701030927835,0.4234605969481169,-0.06779049385533337,False
whisper-large-v3-turbo,babble,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,256,160,10,0.22906075862834524,0.14285714285714285,0.3722237327710615,0.4951923076923077,0.7125,0.359375,0.7709392413716547,0.44729059040061864,-0.4115642413716547,-0.08791559040061864,121,0,0.3462253945126934,0.6776859504132231,0.6537746054873066,0.02391134492591651,False
whisper-large-v3-turbo,babble,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,241,175,6,0.19698283275660305,0.125,0.3400201594470831,0.5408653846153846,0.7257142857142858,0.4066390041493776,0.803017167243397,0.4789567985726883,-0.3963781630940194,-0.07231779442331071,109,0,0.30981660916475023,0.8348623853211009,0.6901833908352497,0.1446789944858512,False
whisper-large-v3-turbo,clean,,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,225,191,4,0.1743239511734427,0.1,0.3223056163917879,0.5649038461538461,0.7172774869109948,0.43555555555555553,0.8256760488265573,0.48609492436819407,-0.3901204932710018,-0.05053936881263854,0,0,,,,,True
whisper-large-v3-turbo,clipping,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,264,152,5,0.2296114164262644,0.16666666666666666,0.36181192891411385,0.5120192307692307,0.7236842105263158,0.39015151515151514,0.7703885835737356,0.46184663039110185,-0.3802370684222205,-0.07169511523958672,128,0,0.3132711569543394,0.734375,0.6867288430456606,0.04764615695433938,False
whisper-large-v3-turbo,clipping,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,234,182,4,0.18857568266216515,0.1111111111111111,0.3352456580660719,0.5600961538461539,0.7307692307692307,0.42735042735042733,0.8114243173378348,0.48578201910556285,-0.3840738899874075,-0.058431591755135515,104,0,0.28175743720404645,0.8942307692307693,0.7182425627959536,0.17598820643481572,False
whisper-large-v3-turbo,clipping,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,220,196,2,0.16448513645623428,0.09090909090909091,0.31102643984451617,0.5793269230769231,0.7193877551020408,0.45454545454545453,0.8355148635437657,0.4956391427649144,-0.38096940899831117,-0.041093688219459856,96,0,0.2633641372333805,0.9791666666666666,0.7366358627666195,0.2425308039000471,False
whisper-large-v3-turbo,codec,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,256,160,4,0.22166084669684835,0.14285714285714285,0.3601988758823791,0.5024038461538461,0.675,0.39453125,0.7783391533031516,0.43186575877939415,-0.3838079033031516,-0.03733450877939415,126,0,0.3163985363703409,0.746031746031746,0.6836014636296591,0.06243028240208692,False
whisper-large-v3-turbo,codec,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,226,190,5,0.18348353255799577,0.1111111111111111,0.3377395997527715,0.5480769230769231,0.7210526315789474,0.4026548672566372,0.8165164674420042,0.47752460438879113,-0.41386160018536705,-0.07486973713215395,98,0,0.29444134231325414,0.8775510204081632,0.7055586576867459,0.17199236272141738,False
whisper-large-v3-turbo,codec,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,223,193,4,0.17270759210516054,0.1,0.3221809789943807,0.5625,0.7202072538860104,0.4260089686098655,0.8272924078948395,0.4881701757501611,-0.401283439284974,-0.062161207140295605,95,0,0.27554779861566553,0.9789473684210527,0.7244522013843344,0.25449516703671826,False
whisper-large-v3-turbo,farfield,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,241,175,5,0.19365493859020944,0.125,0.3342757446204451,0.5264423076923077,0.6857142857142857,0.4107883817427386,0.8063450614097906,0.45649663226026616,-0.395556679667052,-0.04570825051752758,115,0,0.29500866600981007,0.8347826086956521,0.7049913339901899,0.12979127470546226,False
whisper-large-v3-turbo,farfield,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,230,186,5,0.17829653441285281,0.1111111111111111,0.3224841665902038,0.5504807692307693,0.7150537634408602,0.41739130434782606,0.8217034655871471,0.48446024647044567,-0.40431216123932107,-0.0670689421226196,104,0,0.2795484282642682,0.8942307692307693,0.7204515717357318,0.17377919749503745,False
whisper-large-v3-turbo,farfield,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,223,193,4,0.16766104708406798,0.1,0.31276679635413623,0.5721153846153846,0.7098445595854922,0.452914798206278,0.832338952915932,0.487828750774525,-0.37942415470965396,-0.034913952568246975,98,0,0.26592991609774624,0.9897959183673469,0.7340700839022538,0.2557258344650931,False
whisper-large-v3-turbo,noise,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,369,47,53,0.5197455678293748,0.5,0.585946222810352,0.27403846153846156,0.7659574468085106,0.21138211382113822,0.48025443217062525,0.3171475740176027,-0.268872318349487,-0.10576546019646446,200,0,0.5714733621641518,0.365,0.4285266378358482,-0.06352663783584822,False
whisper-large-v3-turbo,noise,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,295,121,8,0.28318525213209955,0.2,0.3993392030066221,0.46634615384615385,0.6776859504132231,0.37966101694915255,0.7168147478679004,0.40705938308642137,-0.3371537309187479,-0.027398366137268815,152,0,0.3831516974868778,0.6842105263157895,0.6168483025131222,0.06736222380266732,False
whisper-large-v3-turbo,noise,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,252,164,4,0.2045419736691094,0.14285714285714285,0.33765659145376836,0.5240384615384616,0.7317073170731707,0.3888888888888889,0.7954580263308906,0.48464151844846215,-0.4065691374420017,-0.09575262955957325,115,0,0.3044334879460738,0.782608695652174,0.6955665120539263,0.08704218359824767,False
whisper-large-v3-turbo,reverb,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,357,59,31,0.4670812318792118,0.42857142857142855,0.5442739284642925,0.3125,0.711864406779661,0.24649859943977592,0.5329187681207882,0.3244151695677918,-0.2864201686810123,-0.0779165701280159,192,0,0.51706711751942,0.4270833333333333,0.48293288248058,-0.05584954914724666,False
whisper-large-v3-turbo,reverb,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,281,135,15,0.2724568775497938,0.2,0.40335253046517566,0.46634615384615385,0.7185185185185186,0.34519572953736655,0.7275431224502062,0.4287022558879849,-0.3823473929128397,-0.08350652635061834,139,0,0.3634246039206282,0.6474820143884892,0.6365753960793719,0.010906618309117322,False
whisper-large-v3-turbo,reverb,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,416,242,174,6,0.19628363211749855,0.125,0.33741318578875856,0.5480769230769231,0.7241379310344828,0.4214876033057851,0.8037163678825014,0.4798042447736576,-0.38222876457671634,-0.058316641467872465,111,0,0.2659757396599501,0.8468468468468469,0.73402426034005,0.11282258650679688,False
